index,name,loc,locc,locc,x,y
444,관평,대전,유성구,대전 유성구 관평동 1056,36.4236683,127.3920745
445,노은1지구,대전,유성구,대전 유성구 노은동 553-9 스타돔 120호,36.3658129,127.3172766
446,노은2지구,대전,유성구,대전 유성구 지족동 985-2,36.387025,127.316105
447,도안1지구,대전,유성구,대전 유성구 상대동 469-9,36.3474834,127.3391568
448,송강,대전,유성구,대전 유성구 봉산동 198-13,36.4365745,127.3866452
449,신성,대전,유성구,대전 유성구 신성동 137-15,36.3902843,127.3494238
450,유성,대전,유성구,대전 유성구 봉명동 621-1,36.358786,127.3458892
451,전민,대전,유성구,대전 유성구 전민동 306-13,36.3990053,127.403624
452,대사부사,대전,중구,대전 중구 대사동 69-53,36.3183872,127.429754
453,문화1호,대전,중구,대전 중구 문화동 466-16,36.30991,127.4026003
454,용두오류,대전,중구,대전 중구 용두동 26-1,36.3256061,127.4116552
455,중촌,대전,중구,대전 중구 중촌동 98-16,36.3397842,127.4123569
456,태평1호,대전,중구,대전 중구 유천동 326-13,36.3187458,127.3923968
457,공업탑,울산,남구,울산 남구 신정동 1218-7,35.5331562,129.3074739
458,달동,울산,남구,울산 남구 달동 135-2,35.5349441,129.3242857
460,삼산,울산,남구,울산 남구 달동 1331-20,35.5418253,129.3328264
461,삼산2호,울산,남구,울산 남구 삼산동 203-15,35.5423515,129.348331
462,수암,울산,남구,울산 남구 신정4동 870-9,35.5291698,129.317756
463,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1,35.542145,129.3130738
464,야음1호,울산,남구,울산 남구 선암동 679-3,35.5197927,129.3130206
466,옥동,울산,남구,울산 남구 옥동 1406-17,35.5349681,129.2925643
467,울대,울산,남구,울산 남구 무거동 583-17,35.5393832,129.2563982
468,남목서부,울산,동구,울산 동구 서부동 181-31,35.5241017,129.4326405
469,방어,울산,동구,울산 동구 방어동 1149-1,35.4836275,129.4147967
470,전하,울산,동구,울산 동구 전하2동 634-4,35.5103871,129.4268399
471,화정,울산,동구,울산 동구 화정동 438-3,35.4997745,129.4238334
472,강동산하,울산,북구,울산 북구 산하동 89,35.6355686,129.4378346
473,양정염포,울산,북구,울산 북구 양정동 497-11,35.5487896,129.3836742
474,호계1호,울산,북구,울산 북구 호계동 346-1,35.6275999,129.356557
475,호계2호,울산,북구,울산 북구 신천동 107-4,35.6429154,129.3495515
476,화봉,울산,북구,울산 북구 연암동 414-3,35.585617,129.3657817
477,구영,울산,울주군,울산 울주군 범서읍 구영리 801-6,35.5712152,129.2425404
478,남창,울산,울주군,울산 울주군 온양읍 운화리 56-6,35.4119585,129.2791341
479,덕신,울산,울주군,울산 울주군 온산읍 덕신리 1293-4,35.4356592,129.3106361
480,언양,울산,울주군,울산 울주군 언양읍 동부리 147-1,35.5656328,129.1264674
481,웅촌,울산,울주군,울산 울주군 청량면 삼정리 755-1 가동 216호,35.4959939,129.237965
482,천상,울산,울주군,울산 울주군 범서읍 천상리 650-5,35.5624051,129.2261326
483,다운,울산,중구,울산 중구 다운동 536-1,35.5582784,129.2727467
484,반구1호,울산,중구,울산 중구 반구동 874-3,35.5604351,129.3487627
485,반구2호,울산,중구,울산 중구 반구동 99-17,35.562046,129.3373782
486,복산,울산,중구,울산 중구 복산동 399-12,35.5630961,129.3293959
487,성안,울산,중구,울산 중구 성안동 804-10,35.5758302,129.3082611
488,약사병영,울산,중구,울산 중구 약사동 629-17,35.5676499,129.3412644
489,옥교,울산,중구,울산 중구 학산동 3-27,35.5551875,129.3314015
490,우정,울산,중구,울산 중구 우정동 436-41,35.5599861,129.3116611
491,태화,울산,중구,울산 중구 태화동 117-2,35.5518212,129.3008003
494,가평,경기,가평군,경기 가평군 가평읍 대곡리 230-23,37.8253268,127.5141254
495,청평,경기,가평군,경기 가평군 청평면 청평리 452-5,37.7364199,127.4168598
496,현리,경기,가평군,경기 가평군 하면 현리 259-7,37.8190896,127.3508228
497,고양동,경기,고양시,경기 고양시 덕양구 고양동 176-8 104호,37.7070559,126.9030085
498,무원마을,경기,고양시,경기 고양시 덕양구 행신동 719-9 (1층103호),37.6156722,126.8325401
500,원당,경기,고양시,경기 고양시 덕양구 성사동 519-2,37.6596371,126.8399676
501,행신1호,경기,고양시,경기 고양시 덕양구 행신동 995-2,37.6227607,126.8359847
502,화정1호,경기,고양시,경기 고양시 덕양구 화정동 906-5 1층 102호,37.6379146,126.8347831
503,강선,경기,고양시,경기 고양시 일산동구 정발산동 717-3,37.6666792,126.7707325
505,백마강촌,경기,고양시,경기 고양시 일산동구 마두1동 734 백마마을4단지상가 106호,37.6561127,126.7933557
506,백송,경기,고양시,경기 고양시 일산동구 백석동 1225 중앙프라자 103호,37.6493179,126.7863196
507,식사,경기,고양시,경기 고양시 일산동구 식사동 1531,37.6779381,126.812161
508,중산,경기,고양시,경기 고양시 일산동구 중산동 1667-3,37.6832479,126.7785156
509,호수,경기,고양시,경기 고양시 일산동구 백석동 1414-15,37.6465631,126.7807682
510,구일산,경기,고양시,경기 고양시 일산서구 일산동 967-6,37.6873407,126.7648819
511,대화,경기,고양시,경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호),37.6785314,126.7550952
512,주엽,경기,고양시,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호,37.6723926,126.7547212
513,탄현,경기,고양시,경기 고양시 일산서구 탄현동 1501-4,37.6942779,126.7710747
514,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호,37.4206721,126.9922934
515,광명1호,경기,광명시,경기 광명시 광명동 295-4,37.4762086,126.8531442
516,소하1호,경기,광명시,경기 광명시 소하동 1240-3,37.4362126,126.8821975
517,소하2호,경기,광명시,"경기 광명시 소하동 1363, 신촌 휴먼시아 상가 106호",37.4497138,126.8920955
518,철산1호,경기,광명시,경기 광명시 철산동 210-1,37.4804889,126.8641451
519,철산2호,경기,광명시,경기 광명시 철산동 92-1,37.4860589,126.8661367
520,하안1호,경기,광명시,"경기 광명시 하안동 35-5, 영보빌딩 102호",37.4608599,126.8788403
521,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9,37.3500683,127.3401796
522,광주1호,경기,광주시,경기 광주시 경안동 154-1,37.4120863,127.2514732
523,신현,경기,광주시,경기 광주시 오포읍 신현리 371-4,37.3588438,127.1594975
524,태전,경기,광주시,경기 광주시 태전동 261-14,37.3910219,127.2301294
525,수택,경기,구리시,경기 구리시 교문동 760-12,37.5919641,127.1317461
526,인창,경기,구리시,경기 구리시 인창동 527-17,37.6069321,127.1341569
527,토평,경기,구리시,경기 구리시 토평동 970-6 1층 상가,37.5901593,127.1475154
528,당동1호,경기,군포시,경기 군포시 당동 904-5 그린프라자 102호,37.3479211,126.9439417
529,부곡,경기,군포시,경기 군포시 부곡동 1132-4 1층,37.3221291,126.9433539
530,산본1호,경기,군포시,경기 군포시 산본동 1106-3 101호,37.3675802,126.9263175
531,산본3호,경기,군포시,경기 군포시 산본동 48 에덴다모은정아파트 1층,37.3753653,126.9388241
532,산본역,경기,군포시,경기 군포시 산본동 1142-6,37.3581098,126.9319432
533,호계3호,경기,군포시,경기 군포시 당정동 2-3,37.365673,126.956459
534,고촌,경기,김포시,경기 김포시 고촌면 신곡리 1052,37.605484,126.7682684
535,구래,경기,김포시,경기 김포시 구래동 6883-1,37.6452748,126.626348
536,사우,경기,김포시,경기 김포시 사우동 998,37.6203644,126.7162528
537,운양,경기,김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층,37.6553152,126.6832392
539,통진1호,경기,김포시,경기 김포시 서암리 758-79,37.6932234,126.5996547
540,풍무,경기,김포시,경기 김포시 풍무동 429-11,37.6010711,126.7209328
541,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91,37.5879365,127.2168911
542,도농1호,경기,남양주시,경기 남양주시 도농동 153-5,37.6054368,127.1570757
543,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8,37.6595193,127.3046529
544,별내1호,경기,남양주시,경기 남양주시 별내동 1078-3,37.6528136,127.1146683
545,별내2호,경기,남양주시,경기 남양주시 별내동 846-7,37.6653476,127.1172668
546,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19,37.690931,127.2134622
547,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4,37.6559926,127.1812431
548,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1,37.715383,127.1811013
549,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1,37.7180969,127.2015392
550,창현,경기,남양주시,경기 남양주시 화도읍 창현리 462-3,37.6491048,127.3061098
551,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14,37.6500393,127.1409005
552,평내,경기,남양주시,경기 남양주시 평내동 203-2,37.6494297,127.2369724
553,호평,경기,남양주시,경기 남양주시 호평동 650-1,37.6559199,127.247185
554,송내,경기,동두천시,경기 동두천시 지행동 694 예일 복합타워 114호,37.8931001,127.053226
555,괴안,경기,부천시,경기 부천시 소사구 괴안동 39-2,37.4809571,126.8051103
556,소사범박,경기,부천시,경기 부천시 소사구 소사본동 139-9,37.4780825,126.7959067
558,심곡1호,경기,부천시,경기 부천시 소사구 심곡본동 678-17,37.4814515,126.7817888
559,고강1호,경기,부천시,경기 부천시 오정구 고강1동 305-4,37.5242751,126.8125823
560,원종도당,경기,부천시,경기 부천시 오정구 원종1동 281-15,37.5219619,126.8051334
561,상동1호,경기,부천시,경기 부천시 원미구 상2동 546-6 110호,37.5039455,126.7506137
562,상동역,경기,부천시,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호,37.5128174,126.751649
563,송내로데오,경기,부천시,경기 부천시 원미구 상동 400-2,37.4913062,126.752172
564,신중동,경기,부천시,경기 부천시 원미구 중동 1141-1,37.5028856,126.7728421
565,역곡2동,경기,부천시,경기 부천시 원미구 역곡동 48-5,37.4843035,126.8073366
566,중동2호,경기,부천시,경기 부천시 원미구 중4동 1033-3,37.5050728,126.7645392
567,동판교,경기,성남시,경기 성남시 분당구 삼평동 664,37.3974977,127.1107366
568,무지개마을,경기,성남시,경기 성남시 분당구 구미동 212-2,37.3360705,127.1185493
569,미금,경기,성남시,경기 성남시 분당구 구미동 47-1,37.3475642,127.1117547
570,서판교,경기,성남시,경기 성남시 분당구 판교동 612-3,37.3908028,127.0908658
571,서현,경기,성남시,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가",37.3814919,127.128129
572,수내1호,경기,성남시,경기 성남시 분당구 수내동 32 양지마을청구아파트,37.376324,127.1167026
573,아름마을,경기,성남시,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호",37.4057579,127.123337
574,야탑1호,경기,성남시,경기 성남시 분당구 야탑동 272-4,37.4116185,127.1385736
575,정자,경기,성남시,경기 성남시 분당구 정자동 58-8,37.3704505,127.1141721
576,효자,경기,성남시,경기 성남시 분당구 서현동 298-3  효자촌프라자 119호,37.376985,127.1334289
577,수진1호,경기,성남시,경기 성남시 수정구 수진동 88번지 102호,37.4396939,127.1325978
578,신흥1호,경기,성남시,경기 성남시 수정구 신흥동 34,37.4492824,127.1456536
579,태평1동,경기,성남시,경기 성남시 수정구 태평동 6974-1,37.4398629,127.127355
580,금광1호,경기,성남시,경기 성남시 중원구 금광동 2706,37.4513344,127.1685999
581,상대원1호,경기,성남시,경기 성남시 중원구 상대원동 5027,37.4345959,127.1583182
582,은행1호,경기,성남시,경기 성남시 중원구 은행동 663-3,37.4609659,127.167498
583,고색,경기,수원시,경기 수원시 권선구 고색동 31-4,37.2522198,126.9849105
584,곡반정,경기,수원시,경기 수원시 권선구 곡반정동 584-4,37.2355156,127.0262506
585,권선1호,경기,수원시,경기 수원시 권선구 권선동 1260-5,37.2526702,127.0284912
586,금곡1호,경기,수원시,경기 수원시 권선구 금곡동 1088-1,37.2734615,126.9429584
587,탑동,경기,수원시,경기 수원시 권선구 탑동 766-2,37.2738319,126.9741506
588,호매실,경기,수원시,경기 수원시 권선구 호매실동 80-1,37.2700733,126.958738
589,광교1호,경기,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호,37.290673,127.0505154
590,매탄1호,경기,수원시,경기 수원시 영통구 매탄동 1170-4,37.2553862,127.0402534
591,매탄2호,경기,수원시,경기 수원시 영통구 매탄2동 199-69,37.2691709,127.0480327
592,매탄3호,경기,수원시,경기 수원시 영통구 매탄4동 208-21,37.2666145,127.0462252
593,신영통1호,경기,수원시,경기 수원시 영통구 망포동 369-3,37.2419309,127.0549342
594,영통1호,경기,수원시,경기 수원시 영통구 영통동 1005-13,37.249839,127.076559
595,영통2호,경기,수원시,"경기 수원시 영통구 영통동 945-4, 한솔프라자 109호",37.2668697,127.081624
596,연무1호,경기,수원시,경기 수원시 장안구 연무동 249-13,37.2932998,127.0263912
597,율전1호,경기,수원시,경기 수원시 장안구 율전동 305-6,37.2988128,126.9689568
598,정자1호,경기,수원시,경기 수원시 장안구 정자동 41-2,37.2938046,127.0004455
599,정자2호,경기,수원시,"경기 수원시 장안구 천천동 502-6, 1층",37.3002264,126.9800254
600,조원1호,경기,수원시,경기 수원시 장안구 조원동 729-12,37.3018002,127.0150053
601,파장,경기,수원시,경기 수원시 장안구 송죽동 216-1,37.3060057,127.0024819
602,매교,경기,수원시,경기 수원시 팔달구 매교동 186-3,37.2670848,127.0167312
603,아주대,경기,수원시,경기 수원시 팔달구 우만동 85-3 우만동R타워,37.2757609,127.0420927
604,우만1호,경기,수원시,경기 수원시 팔달구 우만1동 466-4,37.290347,127.0300616
605,화서1호,경기,수원시,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호",37.2853727,126.9851131
606,화서2호,경기,수원시,경기 수원시 팔달구 화서1동 135-2,37.2799641,126.9978426
607,거모,경기,시흥시,경기 시흥시 거모동 1757-1,37.3447599,126.785329
608,능곡,경기,시흥시,경기 시흥시 능곡동 545,37.3703169,126.8104776
609,배곧신도시1호,경기,시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호",37.3778739,126.726454
610,신천1호,경기,시흥시,경기 시흥시 신천동 707-50,37.4419889,126.7859966
611,은행1호,경기,시흥시,경기 시흥시 대야동 580-4,37.4457376,126.7988465
612,장곡,경기,시흥시,"경기 시흥시 장곡동 802-1, 금강프라자 1층 108호",37.3797744,126.780455
613,정왕1호,경기,시흥시,경기 시흥시 정왕동 1593-2,37.3445617,126.7435108
614,정왕2호,경기,시흥시,"경기 시흥시 정왕동 1875-2, 미주상가102",37.3596819,126.7288031
615,정왕3호,경기,시흥시,"경기 시흥시 정왕동 1726-1, 광개토빌딩 104호",37.3480535,126.733461
616,고잔1호,경기,안산시,"경기 안산시 단원구 고잔동 763-2, 104호",37.3120905,126.8409963
617,고잔2호,경기,안산시,경기 안산시 단원구 와동 685-6,37.3307545,126.8275412
618,선부1호,경기,안산시,경기 안산시 단원구 선부동 1064-5,37.3394696,126.8074303
619,원곡1호,경기,안산시,경기 안산시 단원구 원곡동 754-6,37.3320474,126.7942759
620,본오1호,경기,안산시,경기 안산시 상록구 본오동 879-10,37.2977861,126.8628706
621,부곡,경기,안산시,경기 안산시 상록구 부곡동 670-2,37.3316746,126.8624709
622,사동1호,경기,안산시,경기 안산시 상록구 사동 1201,37.3030299,126.8514682
623,사동2호,경기,안산시,경기 안산시 상록구 사동 1376-7,37.2867066,126.8466086
624,월피,경기,안산시,"경기 안산시 상록구 월피동 442-26, 1층",37.3300977,126.8509218
625,일동,경기,안산시,경기 안산시 상록구 일동 89-3,37.3122186,126.8677499
626,공도1호,경기,안성시,경기 안성시 공도읍 만정리 417-98,36.9989431,127.1687495
627,안성1호,경기,안성시,경기 안성시 연지동 94,37.0107555,127.270782
628,안성2호,경기,안성시,경기 안성시 인지동 397-1,37.0041498,127.2701545
629,진사리,경기,안성시,"경기 안성시 공도읍 진사리 348, 서지프라자 106호",36.9915228,127.1419381
630,관양,경기,안양시,경기 안양시 동안구 관양동 1437-20 1층,37.4051315,126.9695958
631,비산1호,경기,안양시,경기 안양시 동안구 비산동 566-7,37.3969846,126.9365808
632,평촌1호,경기,안양시,경기 안양시 동안구 평촌동 922-2,37.3833847,126.9607643
633,평촌3호,경기,안양시,"경기 안양시 동안구 관양동 1586, 한가람한양아파트 상가동 108호",37.3992493,126.9531148
634,호계1호,경기,안양시,경기 안양시 동안구 호계2동 927-2,37.3821417,126.9514015
635,석수1호,경기,안양시,경기 안양시 만안구 석수1동 177-6,37.4165122,126.9137199
636,안양1번가,경기,안양시,경기 안양시 만안구 안양동 674-241,37.3994205,126.9225842
637,안양1호,경기,안양시,경기 안양시 만안구 안양동 765-8,37.3945426,126.9129512
638,안양2호,경기,안양시,경기 안양시 만안구 안양 5동 448-22 진명빌딩 103호,37.3922817,126.9238788
639,고읍1호,경기,양주시,경기 양주시 광사동 657   103호,37.7939654,127.0794813
640,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91,37.5879365,127.2168911
641,덕정1호,경기,양주시,경기 양주시 덕정동 240-27,37.8346743,127.0656153
642,도농1호,경기,남양주시,경기 남양주시 도농동 153-5,37.6054368,127.1570757
643,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8,37.6595193,127.3046529
644,백석,경기,양주시,경기 양주시 백석읍 복지리 168-3,37.7897875,126.9923307
645,별내1호,경기,남양주시,경기 남양주시 별내동 1078-3,37.6528136,127.1146683
646,별내2호,경기,남양주시,경기 남양주시 별내동 846-7,37.6653476,127.1172668
647,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19,37.690931,127.2134622
648,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4,37.6559926,127.1812431
649,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1,37.715383,127.1811013
650,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1,37.7180969,127.2015392
651,창현,경기,남양주시,경기 남양주시 화도읍 창현리 462-3,37.6491048,127.3061098
652,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14,37.6500393,127.1409005
653,평내,경기,남양주시,경기 남양주시 평내동 203-2,37.6494297,127.2369724
654,호평,경기,남양주시,경기 남양주시 호평동 650-1,37.6559199,127.247185
655,양평,경기,양평군,경기 양평군 양평읍 양근리 183-4,37.4903286,127.4964978
657,전곡,경기,연천군,경기 연천군 전곡읍 전곡리 302-11,38.0246395,127.0677436
658,세마1호,경기,오산시,경기 오산시 내삼미동 856-8,37.1754889,127.057448
659,운암2호,경기,오산시,"경기 오산시 오산동 919-3, 102호",37.1566197,127.078284
660,원동,경기,오산시,경기 오산시 오산동 881-7,37.1447029,127.0682883
662,구성1호,경기,용인시,경기 용인시 기흥구 마북동 370-9,37.2951356,127.1119002
663,동백1호,경기,용인시,경기 용인시 기흥구 동백동 614-5,37.2835524,127.1534911
664,흥덕,경기,용인시,경기 용인시 기흥구 영덕동 1007-6,37.2732372,127.0691063
665,상현1호,경기,용인시,경기 용인시 수지구 상현동 3-4,37.3141185,127.0884613
666,상현역,경기,용인시,경기 용인시 수지구 상현동 1160,37.2964116,127.0800139
667,성복,경기,용인시,경기 용인시 수지구 성복동 162-3,37.3154845,127.0753268
668,수지1지구,경기,용인시,경기 용인시 수지구 풍덕천동 29-10,37.3268194,127.0963649
669,수지2지구,경기,용인시,경기 용인시 수지구 풍덕천동 697,37.3231494,127.0920736
670,죽전,경기,용인시,경기 용인시 수지구 죽전동 1151 101호,37.3323076,127.111279
671,둔전,경기,용인시,경기 용인시 처인구 포곡읍 둔전리 400-2,37.2682356,127.214524
672,용인1호,경기,용인시,경기 용인시 처인구 김량장동 293-24,37.2350959,127.1954778
673,용인2호,경기,용인시,경기 용인시 처인구 마평동 657-14,37.2352892,127.2121086
674,내손갈뫼,경기,의왕시,경기 의왕시 내손1동 755-4 명성프라자,37.3791209,126.974433
675,오전고천,경기,의왕시,"경기 의왕시 오전동 276-1, 114호",37.3526858,126.9719654
676,인덕원,경기,의왕시,경기 의왕시 포일동 662,37.3959663,126.9847619
677,포일내손,경기,의왕시,경기 의왕시 내손동 652-21,37.3899258,126.9816871
678,금오,경기,의정부시,경기 의정부시 금오동 473-4,37.7513486,127.0695736
679,녹양,경기,의정부시,경기 의정부시 가능동 92-51,37.7585193,127.0407278
680,민락,경기,의정부시,경기 의정부시 민락동 834-3,37.7459789,127.0972698
681,신곡,경기,의정부시,경기 의정부시 신곡동 484,37.7402918,127.061237
682,신곡2호,경기,의정부시,경기 의정부시 신곡1동 707-2,37.7320543,127.0563559
683,용현1호,경기,의정부시,경기 의정부시 용현동 18-15,37.7352155,127.08778
684,장암,경기,의정부시,경기 의정부시 신곡1동 336,37.730184,127.0594262
685,호원1호,경기,의정부시,경기 의정부시 호원동 466-15,37.7056034,127.0484741
686,이천1호,경기,이천시,경기 이천시 창전동 458-17,37.2807456,127.4500571
687,이천하이닉스,경기,이천시,경기 이천시 부발읍 아미리 735,37.2533624,127.4892046
688,증포,경기,이천시,경기 이천시 증포동 153-5,37.2893029,127.4536197
689,가람마을,경기,파주시,경기 파주시 와동동 1557-1,37.7344573,126.7553332
690,교하신도시,경기,파주시,경기 파주시 다율동 1001-6,37.7267093,126.7168308
691,금촌1호,경기,파주시,경기 파주시 금촌동 790-10 1층,37.755506,126.7771998
692,금촌로데오,경기,파주시,경기 파주시 금촌동 986-2,37.7522185,126.766275
693,문산,경기,파주시,경기 파주시 문산읍 문산리 17-345 1층 5호,37.8546875,126.7863945
694,봉일천,경기,파주시,경기 파주시 조리읍 봉일천리 142-3,37.7430998,126.8081055
695,운정1호,경기,파주시,경기 파주시 동패동 1758,37.7120477,126.7444705
696,비전1호,경기,평택시,경기 평택시 비전동 272-7,36.9962221,127.104378
697,비전2호,경기,평택시,경기 평택시 비전1동 793-7,37.0000931,127.0945094
698,세교,경기,평택시,"경기 평택시 세교동 558 우성꿈그린@상가 105,106호",37.0022768,127.0804989
699,송탄1호,경기,평택시,경기 평택시 서정동 843-10,37.0658194,127.061211
700,송탄2호,경기,평택시,경기 평택시 지산동 995,37.08221,127.0598306
701,안중1호,경기,평택시,경기 평택시 안중읍 현화리 831,36.9789587,126.9190896
702,팽성1호,경기,평택시,경기 평택시 팽성읍 안정리 26-49,36.9624032,127.0509298
703,포승1호,경기,평택시,경기 평택시 도곡리 1142-16,36.9888125,126.846184
704,포천,경기,포천시,경기 포천시 신읍동 47-10,37.8973063,127.2004431
705,덕풍1호,경기,하남시,경기 하남시 덕풍동 309-64,37.5434705,127.202678
706,미사1호,경기,하남시,경기 하남시 망월동 1004-1,37.5694394,127.1830476
707,신장1호,경기,하남시,경기 하남시 신장동 447-28,37.5393262,127.2111711
708,신장2호,경기,하남시,경기 하남시 천현동 40-13,37.5350101,127.2234963
709,동탄1호,경기,화성시,경기 화성시 반송동 42-6,37.2075163,127.0650366
710,동탄2호,경기,화성시,경기 화성시 반송동 217-6,37.1931679,127.0734107
712,병점1호,경기,화성시,"경기 화성시 병점동 379-10 병점프라자 109호, 110호",37.2064825,127.0366533
713,병점2호,경기,화성시,경기 화성시 진안동 914-1,37.2146262,127.0419559
714,봉담1호,경기,화성시,경기 화성시 상리 26-8,37.2192757,126.9482973
715,와우리,경기,화성시,경기 화성시 기안동 338-4,37.2255938,126.9722562
716,강남,강원,강릉시,강원 강릉시 노암동 708-1,37.747998,128.897123
717,교동1호,강원,강릉시,강원 강릉시 교1동 1863-3,37.7650333,128.8783027
718,성덕,강원,강릉시,강원 강릉시 입암동 499-6번지,37.7557985,128.909708
719,주문진,강원,강릉시,강원 강릉시 주문진읍 교항리 119-11,37.8841113,128.8254647
720,포남,강원,강릉시,강원 강릉시 포남1동 1140-1,37.7624217,128.9063924
721,고성,강원,고성군,강원 고성군 간성읍 신안리 218,38.3791204,128.4694865
722,북삼,강원,동해시,강원 동해시 쇄운동 84-5,37.4866708,129.1026038
723,천곡,강원,동해시,강원 동해시 천곡동 1044-2,37.519679,129.1071497
724,삼척,강원,삼척시,강원 삼척시 남양동 17-2,37.4444399,129.1637055
725,교동,강원,속초시,강원 속초시 교동 974-2,38.1946199,128.5749499
726,동명,강원,속초시,강원 속초시 동명동 1-18,38.2125967,128.5997987
727,조양,강원,속초시,강원 속초시 조양동 1540 부영파아트 상가동 102호,38.1884221,128.585924
728,양구,강원,양구군,강원 양구군 양구읍 상리 227-105,38.1052835,127.9893384
729,양양,강원,양양군,강원 양양군 양양읍 남문리 125,38.0748321,128.6203985
731,개운,강원,원주시,강원 원주시 개운동 395-23,37.3412221,127.9592474
732,단계,강원,원주시,강원 원주시 단계동 837,37.3487497,127.9292542
733,단구,강원,원주시,강원 원주시 관설동 1701-4,37.3190927,127.9646408
734,명륜,강원,원주시,강원 원주시 명륜동 539,37.3316497,127.9465376
735,무실,강원,원주시,강원 원주시 무실동 1664-3,37.3330914,127.9233516
736,문막,강원,원주시,강원 원주시 문막읍 건등리 1705-3,37.3133958,127.8201096
737,우산,강원,원주시,강원 원주시 우산동 226-10,37.3680858,127.9357711
738,일산,강원,원주시,강원 원주시 원동 278-7,37.3436757,127.9441711
740,혁신,강원,원주시,강원 원주시 반곡동 1880-7,37.3249079,127.9799291
741,원통,강원,인제군,강원 인제군 북면 원통리 645-32,38.122595,128.2037546
742,사북고한,강원,정선군,강원 정선군 사북읍 사북리 344-56,37.2273544,128.8209264
743,교대,강원,춘천시,강원 춘천시 석사동 291-15,37.8561593,127.7487388
744,석사1호,강원,춘천시,강원 춘천시 석사동 748-18(33통405),37.8648869,127.7508884
745,신사우동,강원,춘천시,강원 춘천시 우두동 1052-29,37.900334,127.7283128
746,춘천시청,강원,춘천시,강원 춘천시 소양로 3가 181-9,37.8814679,127.7250339
747,퇴계2호,강원,춘천시,강원 춘천시 퇴계동 87,37.8506181,127.7364653
748,효자,강원,춘천시,강원 춘천시 효자1동 661-16,37.8729243,127.7334449
749,후평1호,강원,춘천시,강원 춘천시 후평동 836-1,37.8755714,127.7527899
750,후평사거리,강원,춘천시,강원 춘천시 후평1동 693-4,37.8815114,127.7460649
751,태백1호,강원,태백시,강원 태백시 상장동 87-36,37.1602343,128.9899134
752,홍천,강원,홍천군,강원 홍천군 홍천읍 신장대리 8-9,37.6908465,127.8875505
753,사창,강원,화천군,강원 화천군 사내면 사창리 457-12,38.0707852,127.5209636
754,화천,강원,화천군,강원 화천군 화천읍 하리 44-45,38.1043754,127.7053736
755,횡성,강원,횡성군,강원 횡성군 횡성읍 읍하리 107-48,37.4904882,127.9863529
756,단양,충북,단양군,충북 단양군 단양읍 도전리 523,36.9812235,128.3703609
757,보은,충북,보은군,충북 보은군 보은읍 삼산리 153-2,36.4864182,127.7176495
759,대소,충북,음성군,충북 음성군 대소면 태생리 539-170,36.9649744,127.4907265
760,음성,충북,음성군,충북 음성군 음성읍 읍내리 354-3,36.9335738,127.6936247
761,장호원감곡,충북,음성군,충북 음성군 감곡면 왕장리 523-8,37.1186732,127.6393269
762,명동,충북,제천시,충북 제천시 명동 198번지,37.1347829,128.2078956
763,신백,충북,제천시,충북 제천시 신백동 214-7,37.1297548,128.2281206
764,장락,충북,제천시,충북 제천시 장락동 877,37.1490879,128.2202017
765,청전,충북,제천시,충북 제천시 의림동 7-26,37.1430721,128.2113668
766,증평,충북,증평군,충북 증평군 증평읍 초중리 8-1,36.7801909,127.5764845
767,광혜원,충북,진천군,충북 진천군 광혜원면 광혜원리 503-7,36.9903035,127.4414061
768,진천,충북,진천군,충북 진천군 진천읍 읍내리 415-2,36.854402,127.4410112
771,용암1호,충북,청주시,충북 청주시 상당구 용암동 2163번지,36.6159147,127.5066934
773,분평,충북,청주시,충북 청주시 서원구 분평동 1234,36.6100323,127.4844254
