index,name,loc,locc,locc,x,y
775,복대1호,충북,청주시,충북 청주시 흥덕구 복대동 865-4,36.6330029,127.4527315
776,봉명1호,충북,청주시,충북 청주시 흥덕구 봉명동 2813,36.6505229,127.4542714
780,운천신봉,충북,청주시,충북 청주시 흥덕구 운천동 1366,36.6499764,127.4749599
781,하복대,충북,청주시,충북 청주시 흥덕구 복대동 2960,36.6342831,127.4297729
782,갱고개,충북,충주시,충북 충주시 갱고개로 41,36.9746579,127.9400513
783,봉방문화교현,충북,충주시,충북 충주시 교현동 624-6,36.9789589,127.9279503
784,성내용산,충북,충주시,충북 충주시 용산동 598,36.9636759,127.9395476
785,연수,충북,충주시,충북 충주시 연수동 1610,36.9847435,127.9397447
786,계룡대,충남,계룡시,충남 계룡시 엄사면 엄사리 253-2,36.2886312,127.237866
787,신관,충남,공주시,충남 공주시 신관동 24-25,36.4742179,127.1428547
788,옥룡,충남,공주시,충남 공주시 옥룡동 308-1,36.4561876,127.1331401
789,금산,충남,금산군,충남 금산군 금산읍 상리 47-10,36.1079871,127.489877
790,취암,충남,논산시,충남 논산시 내동 628,36.1872541,127.1022861
791,기지시,충남,당진시,충남 당진시 반촌리 861-20,36.9015627,126.6981207
792,복운,충남,당진시,충남 당진시 송악면 복운리 1642-11,36.9409366,126.7833629
793,신평,충남,당진시,충남 당진시 신평면 거산리 13-4번지 1층,36.8816558,126.7555657
794,읍내,충남,당진시,충남 당진시 읍내동 850,36.8941438,126.6373724
795,채운,충남,당진시,충남 당진시 읍내동 1541,36.9021119,126.6312405
796,합덕,충남,당진시,충남 당진시 합덕읍 운산리 266-2,36.808655,126.7733743
797,동대,충남,보령시,충남 보령시 동대동 1766,36.3469064,126.6040107
798,고창,전북,고창군,전북 고창군 고창읍 교촌리 506,35.4350854,126.7095539
799,경암조촌,전북,군산시,전북 군산시 경장동 510-19 1층,35.9705485,126.7295977
800,군산대,전북,군산시,전북 군산시 미룡동 364-5,35.9457346,126.6882692
801,나운1호,전북,군산시,전북 군산시 나운동 834-7,35.9657041,126.6992036
802,미장수송,전북,군산시,전북 군산시 수송동 836-8,35.9656723,126.7174564
803,소룡산북,전북,군산시,전북 군산시 소룡동 1545-5번지,35.9694114,126.6828082
804,지곡,전북,군산시,전북 군산시 지곡동 495-1,35.9584831,126.7045544
805,김제,전북,김제시,전북 김제시 신풍동 594-4번지,35.8020712,126.8990103
806,남원,전북,남원시,전북 남원시 도통동 387-12,35.4132,127.3915239
807,무주,전북,무주군,전북 무주군 무주읍 읍내리 962,36.0061612,127.6575708
808,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4,35.9061242,127.7807777
809,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1,35.725536,126.7404457
810,순창,전북,순창군,전북 순창군 순창읍 순화리 282-6,35.3732264,127.1394683
811,봉동,전북,완주군,전북 완주군 봉동읍 둔산리 907-5  101호,35.9584462,127.1244347
812,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8,35.9144607,127.0688365
813,동산,전북,익산시,전북 익산시 마동 344-5,35.9340308,126.961934
814,모현,전북,익산시,전북 익산시 모현동1가 857,35.9523188,126.9410588
815,부송,전북,익산시,전북 익산시 부송동 710-5,35.9596892,126.9881664
816,영등1호,전북,익산시,전북 익산시 영등동 766-1,35.9563084,126.9705858
817,영등2호,전북,익산시,전북 익산시 영등동 843-5,35.9599169,126.978337
818,원광대,전북,익산시,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호",35.961902,126.9590449
819,임실,전북,임실군,전북 임실군 임실읍 이도리 294,35.6110406,127.2874965
820,동산조촌,전북,전주시,전북 전주시 덕진구 반월동 230-6,35.8755606,127.0763361
821,솔내,전북,전주시,전북 전주시 덕진구 송천동1가 405-1,35.8571167,127.1186741
822,송천,전북,전주시,전북 전주시 덕진구 송천동2가 179-116,35.8667781,127.1310351
823,아중,전북,전주시,전북 전주시 덕진구 인후동1가 834-4,35.8336154,127.1611043
824,전북대,전북,전주시,전북 전주시 덕진구 덕진동1가 1314-201,35.8444251,127.1248985
825,하가덕진,전북,전주시,전북 전주시 덕진구 덕진동2가 670-1,35.8444966,127.1102305
826,호성,전북,전주시,전북 전주시 덕진구 인후동2가 1569-44,35.8488255,127.1518456
827,삼천1호,전북,전주시,전북 전주시 완산구 삼천동1가 621,35.7978408,127.1232618
828,서곡효자,전북,전주시,전북 전주시 완산구 효자동3가 1609-16,35.827322,127.1055933
829,서신,전북,전주시,전북 전주시 완산구 서신동 938-5,35.8356865,127.1103144
830,신시가지,전북,전주시,전북 전주시 완산구 효자동2가 1327-1,35.8108313,127.1062677
831,안행,전북,전주시,전북 전주시 완산구 효자동1가 202-1,35.8058111,127.1281989
832,중앙,전북,전주시,전북 전주시 완산구 고사동 470-3,35.8187061,127.1420616
833,중화산,전북,전주시,전북 전주시 완산구 중화산동 2가 616-12,35.8155037,127.1183972
834,평화1호,전북,전주시,전북 전주시 완산구 평화동2가 230-112,35.7887004,127.1349755
836,효자,전북,전주시,전북 전주시 완산구 효자동1가 652,35.8034874,127.1151225
837,상동,전북,정읍시,전북 정읍시 장명동 169-10,35.564924,126.8608172
838,수성,전북,정읍시,전북 정읍시 수성동 944-9,35.5801164,126.8533505
839,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4,34.6384917,126.769203
840,읍내,전남,광양시,전남 광양시 광양읍 칠성리 947-3,34.9725757,127.5813738
841,중마1호,전남,광양시,전남 광양시 마동 1037-4,34.9548834,127.6919439
842,중마2호,전남,광양시,전남 광양시 중동 1654-3,34.9374115,127.6948661
843,나주,전남,나주시,전남 나주시 대호동 1040-7,35.0404474,126.7178663
844,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3,35.022028,126.7870822
845,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7,35.3129898,126.9829685
846,삼학,전남,목포시,전남 목포시 산정동 1386-8,34.7902265,126.4023513
847,상동,전남,목포시,전남 목포시 상동 174-7,34.8111991,126.4170472
848,옥암,전남,목포시,전남 목포시 옥암동 1248-2,34.8099811,126.4464021
849,용해,전남,목포시,전남 목포시 용해동 769-5,34.8114954,126.3995641
850,원산,전남,목포시,전남 목포시 산정동 1693-3,34.8040697,126.3756538
851,하당,전남,목포시,전남 목포시 상동 1116-8번지,34.7970923,126.4277843
852,남악,전남,무안군,전남 무안군 삼향읍 남악리 1577 골든스위트 125호,34.8103898,126.4663921
853,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45,34.9867792,126.4734254
854,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19,34.7701789,127.0801842
855,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호,34.9531725,127.530146
856,남부,전남,순천시,전남 순천시 풍덕동 1265-5,34.9441877,127.4943393
857,순천대점,전남,순천시,전남 순천시 석현동 80-5,34.9690109,127.485779
858,신대,전남,순천시,전남 순천시 해룡면 신대리 2019-4,34.9291021,127.5513621
859,연향,전남,순천시,전남 순천시 연향동 1351-1,34.9500059,127.5169152
861,팔마,전남,순천시,전남 순천시 연향동 1681-3   1층,34.9344686,127.515687
862,국동,전남,여수시,전남 여수시 신월동 96-1,34.7246464,127.7096182
863,둔덕,전남,여수시,전남 여수시 둔덕동 434-7,34.7685974,127.694062
864,문수,전남,여수시,전남 여수시 문수동 124-1,34.7531735,127.7024994
865,신기,전남,여수시,전남 여수시 신기동 117-7,34.7582501,127.6714636
866,안산,전남,여수시,전남 여수시 안산동 470-2,34.7606871,127.6469199
867,여서,전남,여수시,전남 여수시 여서동 240-8,34.7517935,127.7056623
868,죽림무선,전남,여수시,전남 여수시 소라면 죽림리 1226-3,34.7625926,127.6395703
869,영광,전남,영광군,전남 영광군 영광읍 남천리 339-4,35.2741534,126.5047637
870,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481,34.7504195,126.4606813
871,완도,전남,완도군,전남 완도군 완도읍 군내리 1237-16 1층,34.3186657,126.7463947
872,장흥,전남,장흥군,전남 장흥군 장흥읍 건산리 736-10,34.6785489,126.9079958
873,해남,전남,해남군,전남 해남군 해남읍 읍내리 31-2,34.5709586,126.599242
874,화순,전남,화순군,전남 화순군 화순읍 일심리 755,35.0568311,126.9926091
875,경산,경북,경산시,경북 경산시 옥산동 758-10(1층),35.8248042,128.7280694
876,경산오거리,경북,경산시,경북 경산시 중방동 880-23,35.8235837,128.7381858
877,계양사동,경북,경산시,경북 경산시 사동 663-6,35.8125559,128.7593983
878,영대,경북,경산시,경북 경산시 압량면 신대리 497,35.8413791,128.7650214
879,진량,경북,경산시,경북 경산시 진량읍 봉회리 81-3,35.8845163,128.8225084
880,하양,경북,경산시,경북 경산시 하양읍 금락리 130-18,35.9083106,128.8124273
881,동천,경북,경주시,경북 경주시 동천동 791,35.8565356,129.2221887
882,안강,경북,경주시,경북 경주시 안강읍 산대리 2400-2,36.0015394,129.1965572
883,충효,경북,경주시,경북 경주시 충효동 3002-1,35.842259,129.1876584
884,황성,경북,경주시,경북 경주시 황성동 893-3,35.8656032,129.2093582
885,도량,경북,구미시,경북 구미시 도량동 262-1,36.1385569,128.3241731
886,봉곡,경북,구미시,경북 구미시 봉곡동 302-4,36.1494396,128.3118803
887,상모,경북,구미시,경북 구미시 상모동 42-7,36.0907092,128.3555159
888,선산,경북,구미시,경북 구미시 선산읍 동부리 416,36.2428228,128.3019153
889,송정,경북,구미시,경북 구미시 송정동 38-5 우방타운 206동2호,36.1211816,128.3482586
890,신평공단,경북,구미시,경북 구미시 신평동 129-2,36.1230575,128.3631781
891,옥계,경북,구미시,경북 구미시 옥계동 843-1,36.1368422,128.4200078
892,원평,경북,구미시,경북 구미시 원평동 84-5,36.1282303,128.3283763
893,원호,경북,구미시,경북 구미시 고아읍 원호리 442-2,36.1512827,128.3303254
894,인동,경북,구미시,경북 구미시 인의동 341-2,36.1103444,128.4257477
895,진평,경북,구미시,경북 구미시 진평동 29-5,36.0953108,128.4276164
896,형곡,경북,구미시,경북 구미시 형곡동 152-4,36.1122286,128.332122
897,김천,경북,김천시,경북 김천시 신음동 1301-4,36.1329005,128.1213608
898,김천혁신,경북,김천시,경북 김천시 율곡동 364,36.1214244,128.1821304
899,부곡,경북,김천시,경북 김천시 부곡동 426-1,36.1246463,128.1050002
900,점촌,경북,문경시,경북 문경시 모전동 866,36.5850923,128.1863528
901,상주,경북,상주시,경북 상주시 무양동 213-3,36.4220838,128.1586979
902,경북도청,경북,안동시,경북 안동시 풍천면 갈전리 1325,36.5765498,128.4991067
903,금곡,경북,안동시,경북 안동시 당북동 311-8,36.5643213,128.7204723
904,송현오거리,경북,안동시,경북 안동시 송현동 260-5,36.5721611,128.6990942
905,옥동,경북,안동시,경북 안동시 옥동 791-2,36.5628724,128.7022127
906,용상,경북,안동시,경북 안동시 용상동 1179-188,36.5564705,128.7552206
907,가흥,경북,영주시,경북 영주시 가흥동 1881,36.8124775,128.6060879
908,영주,경북,영주시,경북 영주시 휴천동 642-362,36.8144228,128.6207242
909,중앙,경북,영주시,경북 영주시 영주2동 536-15,36.8218253,128.6244422
910,풍기,경북,영주시,경북 영주시 풍기읍 성내리 60,36.8690437,128.526277
911,영천1호,경북,영천시,경북 영천시 망정동175-12,35.9756045,128.9494745
912,울진,경북,울진군,경북 울진군 울진읍 읍내리 576-1,36.9972585,129.4015276
913,청도,경북,청도군,경북 청도군 청도읍 고수리 503,35.6456509,128.7404884
914,북삼,경북,칠곡군,경북 칠곡군 북삼읍 인평리 246-3,36.0665014,128.3454883
915,석적,경북,칠곡군,경북 칠곡군 석적읍 중리 203-5,36.0773245,128.4140658
916,왜관,경북,칠곡군,경북 칠곡군 왜관읍 왜관리 237-19,35.9920186,128.3985622
918,남부,경북,포항시,경북 포항시 남구 대도동 124-13,36.0146411,129.3652209
919,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4,36.0208297,129.3633446
921,송도,경북,포항시,경북 포항시 남구 해도동 25-28,36.0286568,129.3704652
922,연일,경북,포항시,경북 포항시 남구 생지리 157-9,35.9974422,129.3480199
923,오천,경북,포항시,경북 포항시 남구 오천읍 원리 913-2,35.9684855,129.4030457
924,효곡,경북,포항시,경북 포항시 남구 효자동 579-2 풍림아이원상가 107호,36.0069222,129.3394841
925,양덕,경북,포항시,경북 포항시 북구 양덕동 1574,36.082885,129.4002134
926,양학대이,경북,포항시,경북 포항시 북구 득량동 2-1,36.0257419,129.3507773
927,용흥,경북,포항시,경북 포항시 북구 용흥동 373-23,36.0393059,129.3544983
928,우현,경북,포항시,경북 포항시 북구 우현동 100-7,36.0489343,129.3622569
929,장성,경북,포항시,경북 포항시 북구 장성동 1355-4,36.0640696,129.3800541
930,죽도,경북,포항시,경북 포항시 북구 대흥동 592-2,36.0360193,129.3627202
931,환호장량,경북,포항시,경북 포항시 북구 장성동 1378-3,36.0828859,129.3856878
932,흥해,경북,포항시,경북 포항시 북구 흥해읍 옥성리 238-5,36.1041511,129.3430141
933,고현상동,경남,거제시,경남 거제시 고현동 406-18,34.8798159,128.6277094
934,아주,경남,거제시,경남 거제시 아주동 1178-2,34.8650596,128.6876747
935,옥포,경남,거제시,경남 거제시 옥포동 160-1,34.8904784,128.6949883
936,장평,경남,거제시,경남 거제시 장평동 274,34.8905113,128.6082357
937,중곡수월,경남,거제시,경남 거제시 고현동 997,34.8942029,128.6291678
938,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5,35.691053,127.9149428
939,고성,경남,고성군,경남 고성군 고성읍 동외리 345-7,34.9729753,128.3264045
940,구산,경남,김해시,경남 김해시 구산동 274-6,35.2486242,128.8706606
941,내동,경남,김해시,경남 김해시 내동 138-1,35.2440619,128.8632474
942,대청,경남,김해시,경남 김해시 대청동 61-1,35.1938512,128.7974082
943,부원봉황,경남,김해시,경남 김해시 부원동 603-2,35.228277,128.8815738
944,삼계1호,경남,김해시,경남 김해시 삼계동 1479-4,35.2618028,128.871293
945,삼방,경남,김해시,경남 김해시 삼방동 691-2 한일상가 108호,35.2501467,128.9114497
946,삼정,경남,김해시,경남 김해시 삼정동 590-1,35.2313218,128.8948004
947,어방,경남,김해시,경남 김해시 어방동 523-2,35.2449722,128.9048522
948,외동,경남,김해시,경남 김해시 외동 1187-12,35.2331429,128.8593333
949,율하,경남,김해시,경남 김해시 관동동 1064-6,35.1767402,128.806471
950,장유1호,경남,김해시,경남 김해시 내덕동 220-1 101호,35.2032259,128.8147004
951,지내안동,경남,김해시,경남 김해시 지내동 67-1,35.2286453,128.9238202
952,진영,경남,김해시,경남 김해시 진영읍 진영리 1629-2,35.3079636,128.7355869
953,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11,34.836003,127.8946576
954,내일동,경남,밀양시,경남 밀양시 내이동 1566-6,35.4994066,128.7466524
955,삼문상남,경남,밀양시,경남 밀양시 삼문동 717-11,35.4829803,128.7496513
956,동금,경남,사천시,경남 사천시 동금동 58-4,34.9328728,128.081375
957,벌용,경남,사천시,경남 사천시 벌리동 255-9,34.9400829,128.0855792
958,사남,경남,사천시,경남 사천시 사남면 월성리 64-3,35.0625999,128.0754445
959,사천,경남,사천시,경남 사천시 사천읍 수석리 293-23,35.0793516,128.0861783
960,덕계,경남,양산시,경남 양산시 덕계동 750,35.3730107,129.1495278
961,물금,경남,양산시,경남 양산시 물금읍 범어리 2682-10,35.3301757,129.0115409
962,삼성,경남,양산시,경남 양산시 북정동 885-12,35.3590166,129.0431419
963,상북,경남,양산시,경남 양산시 상북면 석계리 242-1,35.4141645,129.0587934
964,서창1호,경남,양산시,경남 양산시 삼호동 707-2,35.4140227,129.1710537
965,석산,경남,양산시,경남 양산시 동면 금산리 1422-14,35.3127678,129.0250806
966,중앙,경남,양산시,경남 양산시 중부동 684-6,35.3397325,129.0278459
967,증산,경남,양산시,경남 양산시 물금읍 가촌리 1269-3,35.3189257,129.00002
968,통도사,경남,양산시,경남 양산시 하북면 순지리 814-5,35.4936817,129.084507
969,가호,경남,진주시,경남 진주시 가좌동 1431-2,35.1610464,128.1065193
970,금산,경남,진주시,경남 진주시 금산면 장사리 1022-1,35.217622,128.1483777
971,상대,경남,진주시,경남 진주시 상대동 238-3,35.1840551,128.1146869
972,상봉중앙,경남,진주시,경남 진주시 중안동 2-11,35.1949081,128.0808935
973,상평,경남,진주시,경남 진주시 상평동 198-43,35.1767334,128.1125519
974,신안평거,경남,진주시,경남 진주시 신안동 439-7,35.1839357,128.0685682
975,이현인사,경남,진주시,경남 진주시 인사동 145-5,35.1925542,128.0743031
976,칠암망경,경남,진주시,경남 진주시 칠암동 491-47,35.1779732,128.0936424
977,판문평거,경남,진주시,경남 진주시 평거동 733-1번지,35.1683359,128.053079
978,하대초전,경남,진주시,경남 진주시 하대동 306-38,35.1934069,128.1234081
979,혁신,경남,진주시,경남 진주시 충무공동 38-1 뽀빠이프라자 1층 113호,35.1783319,128.1399636
980,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7,35.3918156,128.4807059
981,창녕,경남,창녕군,경남 창녕군 창녕읍 송현리 238-1,35.5428553,128.4995681
982,문화중앙,경남,창원시,경남 창원시 마산합포구 중앙동2가 5-42번지,35.1926065,128.5646565
983,월영,경남,창원시,경남 창원시 마산합포구 해운동 42-11,35.1798639,128.5630631
984,자산교방,경남,창원시,경남 창원시 마산합포구 자산동 301-19,35.2023026,128.5669197
985,진동,경남,창원시,경남 창원시 마산합포구 진동면 진동리 436,35.1167849,128.4853806
986,창동산호,경남,창원시,경남 창원시 마산합포구 산호동 338-35,35.2088132,128.5827436
987,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14,35.2310809,128.5016644
988,양덕,경남,창원시,경남 창원시 마산회원구 양덕2동 73-35,35.2308851,128.5804822
989,합성,경남,창원시,경남 창원시 마산회원구 합성2동 131-7,35.2429854,128.5875047
990,호계,경남,창원시,경남 창원시 마산회원구 내서읍 호계리 289-45,35.2549003,128.5212155
991,남양,경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호,35.2096143,128.6889631
992,대방,경남,창원시,경남 창원시 성산구 성주동 100,35.2038324,128.7116517
993,반송,경남,창원시,경남 창원시 성산구 반지동 55-18,35.2393356,128.6657219
994,사파,경남,창원시,경남 창원시 성산구 사파동 113-16,35.2220448,128.6955948
995,중앙,경남,창원시,경남 창원시 성산구 중앙동 100-1,35.2208955,128.6765451
996,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4,35.3008574,128.5932046
997,도계명서,경남,창원시,경남 창원시 의창구 도계동 352-3 1층,35.2586381,128.637446
998,동읍,경남,창원시,경남 창원시 의창구 동읍 용잠리 371-2,35.2772885,128.6852151
999,봉곡사림,경남,창원시,경남 창원시 의창구 봉곡동 132-18,35.2475717,128.6701569
1000,용지호수,경남,창원시,경남 창원시 의창구 용호동 73-50,35.2289408,128.6801583
1001,중동소답,경남,창원시,경남 창원시 의창구 서상동 666-6,35.2604674,128.6257716
1002,팔용,경남,창원시,경남 창원시 의창구 팔용동 183-10,35.2598106,128.6141093
1003,석동덕산,경남,창원시,경남 창원시 진해구 석동 139-6,35.1521674,128.7049258
1004,웅동용원,경남,창원시,경남 창원시 진해구 용원동 1214-11,35.1001202,128.8126895
1005,중앙,경남,창원시,경남 창원시 진해구 여좌동 925-40,35.152883,128.6659147
1006,태평,경남,창원시,경남 창원시 진해구 수송동 12-11,35.1515403,128.6562851
1007,풍호,경남,창원시,경남 창원시 진해구 풍호동 305-17,35.1312569,128.7071943
1008,미수봉평,경남,통영시,경남 통영시 미수동 22-1번지 운하상가 115호,34.832053,128.4124832
1009,북신무전,경남,통영시,경남 통영시 북신동 693-7,34.8577065,128.4254499
1010,죽림,경남,통영시,경남 통영시 광도면 죽림리 1574-57 가동 103호,34.8799453,128.4212742
1011,함안,경남,함안군,경남 함안군 가야읍 말산리 58-16,35.2780892,128.4109848
1012,함양,경남,함양군,경남 함양군 함양읍 용평리 773-1,35.5181393,127.7264272
1013,합천,경남,합천군,경남 합천군 합천읍 합천리 320-3,35.5660017,128.1626721
1014,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4,33.2208608,126.2507218
1016,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3,33.2475878,126.5649638
1017,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10,33.25354,126.5068448
1018,월드컵경기장,제주,서귀포시,제주 서귀포시 법환동 914,33.2464676,126.5090072
1019,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9,33.2516445,126.4276622
1020,건입,제주,제주시,제주 제주시 일도2동 160-9,33.5115355,126.538795
1021,노형,제주,제주시,제주 제주시 노형동 1055-1,33.4886441,126.4759497
1022,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4,33.5037503,126.4661908
1023,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2,33.5145306,126.5760528
1024,아라이도,제주,제주시,제주 제주시 이도2동 1970-24,33.4939357,126.5415504
1025,애월하귀,제주,제주시,제주 제주시 애월읍 하귀1리 167,33.4825876,126.4164083
1026,용담삼도,제주,제주시,제주 제주시 용담2동 624-10 1층,33.5093755,126.5103915
1027,이도일도,제주,제주시,제주 제주시 이도이동 1179-18,33.4988202,126.530945
1028,제주1호,제주,제주시,제주 제주시  연동 272-30,33.4896501,126.4919438
1029,탑동,제주,제주시,제주 제주시 삼도이동 1192-22,33.5171877,126.5224372
1030,한림협재,제주,제주시,제주 제주시 한림읍 한림리 1582-8,33.4106265,126.2656613
